date,demand,distance,service_General Medicine,service_Gynaecology,service_Pediatrics,service_Pharmacy,mohafaza_B,mohafaza_N,mohafaza_NE
2016-02-09,113,317,0,1,0,0,0,0,1
2016-02-16,65,233,0,1,0,0,0,0,1
2016-02-23,90,326,0,1,0,0,0,0,1
2016-03-01,82,316,0,1,0,0,0,0,1
2016-03-08,70,298,0,1,0,0,0,0,1
2016-03-15,94,177,0,1,0,0,0,0,1
2016-03-22,69,389,0,1,0,0,0,0,1
2016-03-29,73,346,0,1,0,0,0,0,1
2016-04-05,103,427,0,1,0,0,0,0,1
2016-04-12,76,186,0,1,0,0,0,0,1
2016-04-19,69,279,0,1,0,0,0,0,1
2016-04-26,79,265,0,1,0,0,0,0,1
2016-05-03,65,248,0,1,0,0,0,0,1
2016-05-10,89,322,0,1,0,0,0,0,1
2016-05-17,150,225,0,1,0,0,0,0,1
2016-05-24,73,284,0,1,0,0,0,0,1
2016-05-31,102,173,0,1,0,0,0,0,1
2016-06-07,105,271,0,1,0,0,0,0,1
2014-02-11,9,219,0,1,0,0,1,0,0
2014-02-18,9,205,0,1,0,0,1,0,0
2014-02-25,7,286,0,1,0,0,1,0,0
2014-03-04,6,294,0,1,0,0,1,0,0
2014-03-11,20,265,0,1,0,0,1,0,0
2014-03-18,11,174,0,1,0,0,1,0,0
2014-03-25,10,272,0,1,0,0,1,0,0
2014-04-01,14,344,0,1,0,0,1,0,0
2014-04-08,13,291,0,1,0,0,1,0,0
2014-04-15,15,159,0,1,0,0,1,0,0
2014-04-22,17,217,0,1,0,0,1,0,0
2014-04-29,8,155,0,1,0,0,1,0,0
2014-05-06,8,187,0,1,0,0,1,0,0
2014-05-13,20,233,0,1,0,0,1,0,0
2014-05-20,19,187,0,1,0,0,1,0,0
2014-05-27,13,197,0,1,0,0,1,0,0
2014-06-03,15,243,0,1,0,0,1,0,0
2014-06-10,17,405,0,1,0,0,1,0,0
2014-06-17,17,209,0,1,0,0,1,0,0
2014-06-24,9,147,0,1,0,0,1,0,0
2014-07-01,6,167,0,1,0,0,1,0,0
2014-07-08,8,137,0,1,0,0,1,0,0
2014-07-15,7,140,0,1,0,0,1,0,0
2014-07-22,15,156,0,1,0,0,1,0,0
2014-07-29,10,298,0,1,0,0,1,0,0
2014-08-05,1,140,0,1,0,0,1,0,0
2014-08-12,13,161,0,1,0,0,1,0,0
2014-08-19,13,179,0,1,0,0,1,0,0
2014-08-26,7,163,0,1,0,0,1,0,0
2014-09-02,12,159,0,1,0,0,1,0,0
2014-09-09,4,227,0,1,0,0,1,0,0
2014-09-16,22,146,0,1,0,0,1,0,0
2014-09-23,6,180,0,1,0,0,1,0,0
2014-09-30,21,276,0,1,0,0,1,0,0
2014-10-07,13,139,0,1,0,0,1,0,0
2014-10-14,6,152,0,1,0,0,1,0,0
2014-10-21,28,247,0,1,0,0,1,0,0
2014-10-28,28,136,0,1,0,0,1,0,0
2014-11-04,22,253,0,1,0,0,1,0,0
2014-11-11,11,258,0,1,0,0,1,0,0
2014-11-18,29,187,0,1,0,0,1,0,0
2014-11-25,24,275,0,1,0,0,1,0,0
2014-12-02,27,137,0,1,0,0,1,0,0
2014-12-09,10,172,0,1,0,0,1,0,0
2014-12-16,30,286,0,1,0,0,1,0,0
2014-12-23,14,495,0,1,0,0,1,0,0
2014-12-30,12,332,0,1,0,0,1,0,0
2015-01-06,6,248,0,1,0,0,1,0,0
2015-01-13,1,561,0,1,0,0,1,0,0
2015-01-20,7,420,0,1,0,0,1,0,0
2015-01-27,20,374,0,1,0,0,1,0,0
2015-02-03,11,258,0,1,0,0,1,0,0
2015-02-10,21,327,0,1,0,0,1,0,0
2015-02-17,1,150,0,1,0,0,1,0,0
2015-02-24,9,440,0,1,0,0,1,0,0
2015-03-03,15,554,0,1,0,0,1,0,0
2015-03-10,12,682,0,1,0,0,1,0,0
2015-03-17,12,304,0,1,0,0,1,0,0
2015-03-24,3,298,0,1,0,0,1,0,0
2015-03-31,17,423,0,1,0,0,1,0,0
2015-04-07,16,246,0,1,0,0,1,0,0
2015-04-14,14,342,0,1,0,0,1,0,0
2015-04-21,17,234,0,1,0,0,1,0,0
2015-04-28,8,333,0,1,0,0,1,0,0
2015-05-05,9,149,0,1,0,0,1,0,0
2015-05-12,13,266,0,1,0,0,1,0,0
2015-05-19,17,166,0,1,0,0,1,0,0
2015-05-26,7,424,0,1,0,0,1,0,0
2015-06-02,9,521,0,1,0,0,1,0,0
2015-06-09,23,154,0,1,0,0,1,0,0
2015-06-16,96,255,0,1,0,0,1,0,0
2015-06-23,71,290,0,1,0,0,1,0,0
2015-06-30,47,366,0,1,0,0,1,0,0
2015-07-07,84,395,0,1,0,0,1,0,0
2015-07-14,67,256,0,1,0,0,1,0,0
2015-07-21,28,170,0,1,0,0,1,0,0
2015-07-28,91,167,0,1,0,0,1,0,0
2015-08-04,96,236,0,1,0,0,1,0,0
2015-08-11,73,346,0,1,0,0,1,0,0
2015-08-18,78,250,0,1,0,0,1,0,0
2015-08-25,69,184,0,1,0,0,1,0,0
2015-09-01,71,158,0,1,0,0,1,0,0
2015-09-08,68,159,0,1,0,0,1,0,0
2015-09-15,56,110,0,1,0,0,1,0,0
2015-09-22,79,114,0,1,0,0,1,0,0
2015-09-29,23,112,0,1,0,0,1,0,0
2015-10-06,87,179,0,1,0,0,1,0,0
2015-10-13,88,161,0,1,0,0,1,0,0
2015-10-20,79,163,0,1,0,0,1,0,0
2015-10-27,100,169,0,1,0,0,1,0,0
2015-11-03,78,291,0,1,0,0,1,0,0
2015-11-10,54,285,0,1,0,0,1,0,0
2015-11-17,88,326,0,1,0,0,1,0,0
2015-11-24,64,241,0,1,0,0,1,0,0
2015-12-01,73,193,0,1,0,0,1,0,0
2015-12-08,90,279,0,1,0,0,1,0,0
2015-12-15,93,253,0,1,0,0,1,0,0
2015-12-22,89,313,0,1,0,0,1,0,0
2015-12-29,82,261,0,1,0,0,1,0,0
2016-01-05,52,225,0,1,0,0,1,0,0
2016-01-12,81,273,0,1,0,0,1,0,0
2016-01-19,71,315,0,1,0,0,1,0,0
2016-01-26,38,262,0,1,0,0,1,0,0
2016-02-02,55,574,0,1,0,0,1,0,0
2016-02-09,91,341,0,1,0,0,1,0,0
2016-02-16,66,267,0,1,0,0,1,0,0
2016-02-23,70,361,0,1,0,0,1,0,0
2016-03-01,70,338,0,1,0,0,1,0,0
2016-03-08,67,330,0,1,0,0,1,0,0
2016-03-15,66,196,0,1,0,0,1,0,0
2016-03-22,55,384,0,1,0,0,1,0,0
2016-03-29,57,345,0,1,0,0,1,0,0
2016-04-05,59,449,0,1,0,0,1,0,0
2016-04-12,56,218,0,1,0,0,1,0,0
2016-04-19,48,315,0,1,0,0,1,0,0
2016-04-26,54,309,0,1,0,0,1,0,0
2016-05-03,49,289,0,1,0,0,1,0,0
2016-05-10,46,348,0,1,0,0,1,0,0
2016-05-17,57,265,0,1,0,0,1,0,0
2016-05-24,68,321,0,1,0,0,1,0,0
2016-05-31,72,195,0,1,0,0,1,0,0
2016-06-07,37,328,0,1,0,0,1,0,0
2014-03-11,33,248,0,1,0,0,0,1,0
2014-03-18,51,158,0,1,0,0,0,1,0
2014-03-25,47,258,0,1,0,0,0,1,0
2014-04-01,58,329,0,1,0,0,0,1,0
2014-04-08,44,286,0,1,0,0,0,1,0
2014-04-15,52,156,0,1,0,0,0,1,0
2014-04-22,60,211,0,1,0,0,0,1,0
2014-04-29,61,145,0,1,0,0,0,1,0
2014-05-06,42,180,0,1,0,0,0,1,0
2014-05-13,48,230,0,1,0,0,0,1,0
2014-05-20,60,170,0,1,0,0,0,1,0
2014-05-27,51,177,0,1,0,0,0,1,0
2014-06-03,61,232,0,1,0,0,0,1,0
2014-06-10,56,398,0,1,0,0,0,1,0
2014-06-17,62,208,0,1,0,0,0,1,0
2014-06-24,61,152,0,1,0,0,0,1,0
2014-07-01,36,163,0,1,0,0,0,1,0
2014-07-08,50,142,0,1,0,0,0,1,0
2014-07-15,26,140,0,1,0,0,0,1,0
2014-07-22,40,148,0,1,0,0,0,1,0
2014-07-29,18,294,0,1,0,0,0,1,0
2014-08-05,51,140,0,1,0,0,0,1,0
2014-08-12,38,148,0,1,0,0,0,1,0
2014-08-19,41,165,0,1,0,0,0,1,0
2014-08-26,48,152,0,1,0,0,0,1,0
2014-09-02,32,149,0,1,0,0,0,1,0
2014-09-09,51,217,0,1,0,0,0,1,0
2014-09-16,36,135,0,1,0,0,0,1,0
2014-09-23,36,170,0,1,0,0,0,1,0
2014-09-30,42,264,0,1,0,0,0,1,0
2014-10-07,23,129,0,1,0,0,0,1,0
2014-10-14,60,147,0,1,0,0,0,1,0
2014-10-21,47,244,0,1,0,0,0,1,0
2014-10-28,37,128,0,1,0,0,0,1,0
2014-11-04,50,245,0,1,0,0,0,1,0
2014-11-11,50,247,0,1,0,0,0,1,0
2014-11-18,87,183,0,1,0,0,0,1,0
2014-11-25,43,270,0,1,0,0,0,1,0
2014-12-02,53,137,0,1,0,0,0,1,0
2014-12-09,28,172,0,1,0,0,0,1,0
2014-12-16,44,274,0,1,0,0,0,1,0
2014-12-23,28,496,0,1,0,0,0,1,0
2014-12-30,44,327,0,1,0,0,0,1,0
2015-01-06,10,243,0,1,0,0,0,1,0
2015-01-13,38,533,0,1,0,0,0,1,0
2015-01-20,29,398,0,1,0,0,0,1,0
2015-01-27,48,357,0,1,0,0,0,1,0
2015-02-03,40,248,0,1,0,0,0,1,0
2015-02-10,36,330,0,1,0,0,0,1,0
2015-02-17,34,143,0,1,0,0,0,1,0
2015-02-24,48,438,0,1,0,0,0,1,0
2015-03-03,44,544,0,1,0,0,0,1,0
2015-03-10,16,676,0,1,0,0,0,1,0
2015-03-17,66,289,0,1,0,0,0,1,0
2015-03-24,51,294,0,1,0,0,0,1,0
2015-03-31,30,406,0,1,0,0,0,1,0
2015-04-07,65,250,0,1,0,0,0,1,0
2015-04-14,67,339,0,1,0,0,0,1,0
2015-04-21,38,236,0,1,0,0,0,1,0
2015-04-28,35,335,0,1,0,0,0,1,0
2015-05-05,65,148,0,1,0,0,0,1,0
2015-05-12,54,261,0,1,0,0,0,1,0
2015-05-19,44,161,0,1,0,0,0,1,0
2015-05-26,47,416,0,1,0,0,0,1,0
2015-06-02,50,505,0,1,0,0,0,1,0
2015-06-09,64,148,0,1,0,0,0,1,0
2015-06-16,74,248,0,1,0,0,0,1,0
2015-06-23,39,285,0,1,0,0,0,1,0
2015-06-30,40,366,0,1,0,0,0,1,0
2015-07-07,29,399,0,1,0,0,0,1,0
2015-07-14,11,255,0,1,0,0,0,1,0
2015-07-21,24,164,0,1,0,0,0,1,0
2015-07-28,68,165,0,1,0,0,0,1,0
2015-08-04,58,226,0,1,0,0,0,1,0
2015-08-11,37,338,0,1,0,0,0,1,0
2015-08-18,60,242,0,1,0,0,0,1,0
2015-08-25,41,167,0,1,0,0,0,1,0
2015-09-01,47,156,0,1,0,0,0,1,0
2015-09-08,56,150,0,1,0,0,0,1,0
2015-09-15,51,120,0,1,0,0,0,1,0
2015-09-22,62,118,0,1,0,0,0,1,0
2015-09-29,22,120,0,1,0,0,0,1,0
2015-10-06,63,167,0,1,0,0,0,1,0
2015-10-13,53,154,0,1,0,0,0,1,0
2015-10-20,67,149,0,1,0,0,0,1,0
2015-10-27,74,157,0,1,0,0,0,1,0
2015-11-03,64,283,0,1,0,0,0,1,0
2015-11-10,68,275,0,1,0,0,0,1,0
2015-11-17,54,319,0,1,0,0,0,1,0
2015-11-24,53,234,0,1,0,0,0,1,0
2015-12-01,60,178,0,1,0,0,0,1,0
2015-12-08,67,264,0,1,0,0,0,1,0
2015-12-15,74,236,0,1,0,0,0,1,0
2015-12-22,55,288,0,1,0,0,0,1,0
2015-12-29,52,245,0,1,0,0,0,1,0
2016-01-05,49,207,0,1,0,0,0,1,0
2016-01-12,45,261,0,1,0,0,0,1,0
2016-01-19,62,287,0,1,0,0,0,1,0
2016-01-26,71,235,0,1,0,0,0,1,0
2016-02-02,63,552,0,1,0,0,0,1,0
2016-02-09,36,329,0,1,0,0,0,1,0
2016-02-16,23,250,0,1,0,0,0,1,0
2016-02-23,19,345,0,1,0,0,0,1,0
2016-03-01,22,329,0,1,0,0,0,1,0
2016-03-08,32,315,0,1,0,0,0,1,0
2016-03-15,38,188,0,1,0,0,0,1,0
2016-03-22,64,392,0,1,0,0,0,1,0
2016-03-29,54,350,0,1,0,0,0,1,0
2016-04-05,54,441,0,1,0,0,0,1,0
2016-04-12,76,204,0,1,0,0,0,1,0
2016-04-19,74,298,0,1,0,0,0,1,0
2016-04-26,74,287,0,1,0,0,0,1,0
2016-05-03,79,269,0,1,0,0,0,1,0
2016-05-10,57,337,0,1,0,0,0,1,0
2016-05-17,80,246,0,1,0,0,0,1,0
2016-05-24,88,304,0,1,0,0,0,1,0
2016-05-31,75,186,0,1,0,0,0,1,0
2016-06-07,78,299,0,1,0,0,0,1,0
2014-02-11,62,160,0,0,1,0,0,0,1
2014-02-18,106,163,0,0,1,0,0,0,1
2014-02-25,60,246,0,0,1,0,0,0,1
2014-03-04,49,264,0,0,1,0,0,0,1
2014-03-11,82,231,0,0,1,0,0,0,1
2014-03-18,106,144,0,0,1,0,0,0,1
2014-03-25,61,245,0,0,1,0,0,0,1
2014-04-01,89,317,0,0,1,0,0,0,1
2014-04-08,80,278,0,0,1,0,0,0,1
2014-04-15,68,151,0,0,1,0,0,0,1
2014-04-22,70,204,0,0,1,0,0,0,1
2014-04-29,58,135,0,0,1,0,0,0,1
2014-05-06,65,171,0,0,1,0,0,0,1
2014-05-13,114,225,0,0,1,0,0,0,1
2014-05-20,94,155,0,0,1,0,0,0,1
2014-05-27,103,158,0,0,1,0,0,0,1
2014-06-03,95,222,0,0,1,0,0,0,1
2014-06-10,114,389,0,0,1,0,0,0,1
2014-06-17,67,204,0,0,1,0,0,0,1
2014-06-24,51,151,0,0,1,0,0,0,1
2014-07-01,58,157,0,0,1,0,0,0,1
2014-07-08,86,142,0,0,1,0,0,0,1
2014-07-15,50,139,0,0,1,0,0,0,1
2014-07-22,44,140,0,0,1,0,0,0,1
2014-07-29,38,288,0,0,1,0,0,0,1
2014-08-05,39,139,0,0,1,0,0,0,1
2014-08-12,39,139,0,0,1,0,0,0,1
2014-08-19,60,152,0,0,1,0,0,0,1
2014-08-26,68,140,0,0,1,0,0,0,1
2014-09-02,78,141,0,0,1,0,0,0,1
2014-09-09,61,210,0,0,1,0,0,0,1
2014-09-16,62,128,0,0,1,0,0,0,1
2014-09-23,51,159,0,0,1,0,0,0,1
2014-09-30,52,252,0,0,1,0,0,0,1
2014-10-07,16,120,0,0,1,0,0,0,1
2014-10-14,63,142,0,0,1,0,0,0,1
2014-10-21,64,241,0,0,1,0,0,0,1
2014-10-28,75,121,0,0,1,0,0,0,1
2014-11-04,50,234,0,0,1,0,0,0,1
2014-11-11,73,237,0,0,1,0,0,0,1
2014-11-18,88,176,0,0,1,0,0,0,1
2014-11-25,51,262,0,0,1,0,0,0,1
2014-12-02,67,134,0,0,1,0,0,0,1
2014-12-09,68,168,0,0,1,0,0,0,1
2014-12-16,74,261,0,0,1,0,0,0,1
2014-12-23,56,491,0,0,1,0,0,0,1
2014-12-30,64,319,0,0,1,0,0,0,1
2015-01-06,64,237,0,0,1,0,0,0,1
2015-01-13,64,512,0,0,1,0,0,0,1
2015-01-20,85,378,0,0,1,0,0,0,1
2015-01-27,95,342,0,0,1,0,0,0,1
2015-02-03,102,238,0,0,1,0,0,0,1
2015-02-10,63,328,0,0,1,0,0,0,1
2015-02-17,88,138,0,0,1,0,0,0,1
2015-02-24,73,435,0,0,1,0,0,0,1
2015-03-03,107,529,0,0,1,0,0,0,1
2015-03-10,93,669,0,0,1,0,0,0,1
2015-03-17,73,278,0,0,1,0,0,0,1
2015-03-24,72,287,0,0,1,0,0,0,1
2015-03-31,66,393,0,0,1,0,0,0,1
2015-04-07,57,250,0,0,1,0,0,0,1
2015-04-14,71,333,0,0,1,0,0,0,1
2015-04-21,77,235,0,0,1,0,0,0,1
2015-04-28,56,333,0,0,1,0,0,0,1
2015-05-05,60,145,0,0,1,0,0,0,1
2015-05-12,60,252,0,0,1,0,0,0,1
2015-05-19,60,155,0,0,1,0,0,0,1
2015-05-26,77,406,0,0,1,0,0,0,1
2015-06-02,71,488,0,0,1,0,0,0,1
2015-06-09,94,141,0,0,1,0,0,0,1
2015-06-16,80,239,0,0,1,0,0,0,1
2015-06-23,78,274,0,0,1,0,0,0,1
2015-06-30,56,360,0,0,1,0,0,0,1
2015-07-07,55,396,0,0,1,0,0,0,1
2015-07-14,30,252,0,0,1,0,0,0,1
2015-07-21,38,159,0,0,1,0,0,0,1
2015-07-28,34,160,0,0,1,0,0,0,1
2015-08-04,44,215,0,0,1,0,0,0,1
2015-08-11,46,328,0,0,1,0,0,0,1
2015-08-18,65,234,0,0,1,0,0,0,1
2015-08-25,39,152,0,0,1,0,0,0,1
2015-09-01,46,153,0,0,1,0,0,0,1
2015-09-08,73,143,0,0,1,0,0,0,1
2015-09-15,60,125,0,0,1,0,0,0,1
2015-09-22,70,120,0,0,1,0,0,0,1
2015-09-29,47,124,0,0,1,0,0,0,1
2015-10-06,64,154,0,0,1,0,0,0,1
2015-10-13,68,145,0,0,1,0,0,0,1
2015-10-20,66,136,0,0,1,0,0,0,1
2015-10-27,64,145,0,0,1,0,0,0,1
2015-11-03,82,271,0,0,1,0,0,0,1
2015-11-10,88,263,0,0,1,0,0,0,1
2015-11-17,64,310,0,0,1,0,0,0,1
2015-11-24,69,224,0,0,1,0,0,0,1
2015-12-01,63,162,0,0,1,0,0,0,1
2015-12-08,89,246,0,0,1,0,0,0,1
2015-12-15,71,217,0,0,1,0,0,0,1
2015-12-22,66,265,0,0,1,0,0,0,1
2015-12-29,60,228,0,0,1,0,0,0,1
2016-01-05,46,188,0,0,1,0,0,0,1
2016-01-12,58,248,0,0,1,0,0,0,1
2016-01-19,82,261,0,0,1,0,0,0,1
2016-01-26,73,208,0,0,1,0,0,0,1
2016-02-02,97,529,0,0,1,0,0,0,1
2016-02-09,110,317,0,0,1,0,0,0,1
2016-02-16,125,233,0,0,1,0,0,0,1
2016-02-23,98,326,0,0,1,0,0,0,1
2016-03-01,115,316,0,0,1,0,0,0,1
2016-03-08,77,298,0,0,1,0,0,0,1
2016-03-15,90,177,0,0,1,0,0,0,1
2016-03-22,86,389,0,0,1,0,0,0,1
2016-03-29,81,346,0,0,1,0,0,0,1
2016-04-05,67,427,0,0,1,0,0,0,1
2016-04-12,91,186,0,0,1,0,0,0,1
2016-04-19,95,279,0,0,1,0,0,0,1
2016-04-26,78,265,0,0,1,0,0,0,1
2016-05-03,93,248,0,0,1,0,0,0,1
2016-05-10,85,322,0,0,1,0,0,0,1
2016-05-17,84,225,0,0,1,0,0,0,1
2016-05-24,86,284,0,0,1,0,0,0,1
2016-05-31,59,173,0,0,1,0,0,0,1
2016-06-07,64,271,0,0,1,0,0,0,1
2014-02-11,12,219,0,0,1,0,1,0,0
2014-02-18,5,205,0,0,1,0,1,0,0
2014-02-25,19,286,0,0,1,0,1,0,0
2014-03-04,9,294,0,0,1,0,1,0,0
2014-03-11,8,265,0,0,1,0,1,0,0
2014-03-18,29,174,0,0,1,0,1,0,0
2014-03-25,9,272,0,0,1,0,1,0,0
2014-04-01,7,344,0,0,1,0,1,0,0
2014-04-08,3,291,0,0,1,0,1,0,0
2014-04-15,4,159,0,0,1,0,1,0,0
2014-04-22,12,217,0,0,1,0,1,0,0
2014-04-29,4,155,0,0,1,0,1,0,0
2014-05-06,7,187,0,0,1,0,1,0,0
2014-05-13,3,233,0,0,1,0,1,0,0
2014-05-20,8,187,0,0,1,0,1,0,0
2014-05-27,10,197,0,0,1,0,1,0,0
2014-06-03,11,243,0,0,1,0,1,0,0
2014-06-10,12,405,0,0,1,0,1,0,0
2014-06-17,10,209,0,0,1,0,1,0,0
2014-06-24,4,147,0,0,1,0,1,0,0
2014-07-01,7,167,0,0,1,0,1,0,0
2014-07-08,7,137,0,0,1,0,1,0,0
2014-07-15,3,140,0,0,1,0,1,0,0
2014-07-22,12,156,0,0,1,0,1,0,0
2014-07-29,7,298,0,0,1,0,1,0,0
2014-08-05,9,140,0,0,1,0,1,0,0
2014-08-12,2,161,0,0,1,0,1,0,0
2014-08-19,14,179,0,0,1,0,1,0,0
2014-08-26,8,163,0,0,1,0,1,0,0
2014-09-02,2,159,0,0,1,0,1,0,0
2014-09-09,7,227,0,0,1,0,1,0,0
2014-09-16,18,146,0,0,1,0,1,0,0
2014-09-23,20,180,0,0,1,0,1,0,0
2014-09-30,1,276,0,0,1,0,1,0,0
2014-10-07,3,139,0,0,1,0,1,0,0
2014-10-14,11,152,0,0,1,0,1,0,0
2014-10-21,13,247,0,0,1,0,1,0,0
2014-10-28,14,136,0,0,1,0,1,0,0
2014-11-04,4,253,0,0,1,0,1,0,0
2014-11-11,10,258,0,0,1,0,1,0,0
2014-11-18,24,187,0,0,1,0,1,0,0
2014-11-25,12,275,0,0,1,0,1,0,0
2014-12-02,5,137,0,0,1,0,1,0,0
2014-12-09,20,172,0,0,1,0,1,0,0
2014-12-16,9,286,0,0,1,0,1,0,0
2014-12-23,7,495,0,0,1,0,1,0,0
2014-12-30,13,332,0,0,1,0,1,0,0
2015-01-06,7,248,0,0,1,0,1,0,0
2015-01-13,1,561,0,0,1,0,1,0,0
2015-01-20,2,420,0,0,1,0,1,0,0
2015-01-27,24,374,0,0,1,0,1,0,0
2015-02-03,2,258,0,0,1,0,1,0,0
2015-02-10,12,327,0,0,1,0,1,0,0
2015-02-17,2,150,0,0,1,0,1,0,0
2015-02-24,14,440,0,0,1,0,1,0,0
2015-03-03,19,554,0,0,1,0,1,0,0
2015-03-10,17,682,0,0,1,0,1,0,0
2015-03-17,20,304,0,0,1,0,1,0,0
2015-03-24,3,298,0,0,1,0,1,0,0
2015-03-31,16,423,0,0,1,0,1,0,0
2015-04-07,15,246,0,0,1,0,1,0,0
2015-04-14,5,342,0,0,1,0,1,0,0
2015-04-21,14,234,0,0,1,0,1,0,0
2015-04-28,5,333,0,0,1,0,1,0,0
2015-05-05,5,149,0,0,1,0,1,0,0
2015-05-12,1,266,0,0,1,0,1,0,0
2015-05-19,4,166,0,0,1,0,1,0,0
2015-05-26,8,424,0,0,1,0,1,0,0
2015-06-02,12,521,0,0,1,0,1,0,0
2015-06-09,6,154,0,0,1,0,1,0,0
2015-06-16,111,255,0,0,1,0,1,0,0
2015-06-23,86,290,0,0,1,0,1,0,0
2015-06-30,88,366,0,0,1,0,1,0,0
2015-07-07,89,395,0,0,1,0,1,0,0
2015-07-14,81,256,0,0,1,0,1,0,0
2015-07-21,39,170,0,0,1,0,1,0,0
2015-07-28,118,167,0,0,1,0,1,0,0
2015-08-04,100,236,0,0,1,0,1,0,0
2015-08-11,94,346,0,0,1,0,1,0,0
2015-08-18,79,250,0,0,1,0,1,0,0
2015-08-25,81,184,0,0,1,0,1,0,0
2015-09-01,69,158,0,0,1,0,1,0,0
2015-09-08,81,159,0,0,1,0,1,0,0
2015-09-15,80,110,0,0,1,0,1,0,0
2015-09-22,97,114,0,0,1,0,1,0,0
2015-09-29,36,112,0,0,1,0,1,0,0
2015-10-06,89,179,0,0,1,0,1,0,0
2015-10-13,110,161,0,0,1,0,1,0,0
2015-10-20,109,163,0,0,1,0,1,0,0
2015-10-27,117,169,0,0,1,0,1,0,0
2015-11-03,124,291,0,0,1,0,1,0,0
2015-11-10,111,285,0,0,1,0,1,0,0
2015-11-17,90,326,0,0,1,0,1,0,0
