date,demand,civilians_rank,distance,w_{t-1},w_{t-2},w_{t-3},w_{t-4},w_{t-5},w_{t-1}_trend,w_{t-1}_seasonality
2014-02-11,45,2,186.43526517277485,37.0,52.0,54.0,62.0,61.0,47.4730538553481,8.322591105215118
2014-02-18,59,3,181.55742689909763,45.0,37.0,52.0,54.0,62.0,47.19804137743074,5.202723469649115
2014-02-25,54,1,263.392347974706,59.0,45.0,37.0,52.0,54.0,46.92302889951336,-8.27611852489125
2014-03-04,34,2,277.10359385370367,54.0,59.0,45.0,37.0,52.0,46.648016421596004,1.793116403645309
2014-03-11,54,3,248.01479352285432,34.0,54.0,59.0,45.0,37.0,46.37300394367864,-7.410084565254032
2014-03-18,48,2,157.92623268711583,54.0,34.0,54.0,59.0,45.0,46.097991465761254,-0.6036701495379853
2014-03-25,76,4,257.817279482238,48.0,54.0,34.0,54.0,59.0,45.82297898784388,-2.476742913309121
2014-04-01,45,2,329.26301704747834,76.0,48.0,54.0,34.0,54.0,45.54796650992652,11.291209963945384
2014-04-08,59,4,285.5165397063073,45.0,76.0,48.0,54.0,34.0,45.272954032009146,3.3091628411998952
2014-04-15,46,4,156.34774483563137,59.0,45.0,76.0,48.0,54.0,44.99794155409178,3.5835259748646613
2014-04-22,66,2,211.09091637462063,46.0,59.0,45.0,76.0,48.0,44.7229290761744,8.200837826478145
2014-04-29,45,3,144.512714366764,66.0,46.0,59.0,45.0,76.0,44.44791659825704,10.151483011424963
2014-05-06,35,3,180.22726773569332,45.0,66.0,46.0,59.0,45.0,44.17290412033967,-0.21838462414104487
2014-05-13,42,3,230.27464388098664,35.0,45.0,66.0,46.0,59.0,43.89789164242229,-3.171585593040384
2014-05-20,62,3,169.8745938593517,42.0,35.0,45.0,66.0,46.0,43.622879164504916,-8.08953015168331
2014-05-27,42,1,176.8631885734666,62.0,42.0,35.0,45.0,66.0,43.347866686587544,10.71047400762248
2014-06-03,49,2,232.11952042456716,42.0,62.0,42.0,35.0,45.0,43.072854208670186,-4.470291063840962
2014-06-10,41,2,398.12420355153574,49.0,42.0,62.0,42.0,35.0,42.797841730752815,2.566892582644316
2014-06-17,37,3,208.4436685556848,41.0,49.0,42.0,62.0,42.0,42.522829252835436,0.8668967419501098
2014-06-24,44,1,151.89446655709568,37.0,41.0,49.0,42.0,62.0,42.24781677491807,-11.121560637205642
2014-07-01,48,2,162.8816983486657,44.0,37.0,41.0,49.0,42.0,41.97280429700071,-7.09719750354088
2014-07-08,40,1,141.9443609098556,48.0,44.0,37.0,41.0,49.0,41.697791819083335,-6.069629241670986
2014-07-15,39,2,140.420895478268,40.0,48.0,44.0,37.0,41.0,41.42277934116596,-10.446747340780682
2014-07-22,35,3,147.52670643127001,39.0,40.0,48.0,44.0,37.0,41.14776686324859,-15.594568247640689
2014-07-29,29,2,294.0767818932507,35.0,39.0,40.0,48.0,44.0,40.87275438533122,-10.380209667321214
2014-08-05,30,3,140.30938835006742,29.0,35.0,39.0,40.0,48.0,40.59774190741385,-2.7748254459760924
2014-08-12,66,1,147.72537301503448,30.0,29.0,35.0,39.0,40.0,41.18269230769232,-13.725326286593685
2014-08-19,48,4,164.92997875385663,66.0,30.0,29.0,35.0,39.0,41.355769230769226,3.5415922369841035
2014-08-26,44,2,151.93731121128332,48.0,66.0,30.0,29.0,35.0,40.92307692307693,1.9815876836388204
2014-09-02,45,1,149.16119185994813,44.0,48.0,66.0,30.0,29.0,40.25000000000001,1.7965831302935344
2014-09-09,31,2,216.67776898409556,45.0,44.0,48.0,66.0,30.0,40.125,-5.452523987154316
2014-09-16,41,2,135.32577063195959,31.0,45.0,44.0,48.0,66.0,40.0673076923077,-11.653554181525244
2014-09-23,29,1,169.62627738948876,41.0,31.0,45.0,44.0,48.0,39.85576923076925,-9.816122837434634
2014-09-30,48,1,263.89250020465084,29.0,41.0,31.0,45.0,44.0,39.394230769230774,-7.962665852318379
2014-10-07,21,3,128.52077614999587,48.0,29.0,41.0,31.0,45.0,38.99038461538462,2.8266885686953094
2014-10-14,45,1,147.3543433336823,21.0,48.0,29.0,41.0,31.0,38.66346153846154,-3.4480595743935667
2014-10-21,23,2,244.44156065939887,45.0,21.0,48.0,29.0,41.0,38.32692307692308,15.568858949184225
2014-10-28,39,1,127.80122864757334,23.0,45.0,21.0,48.0,29.0,38.11538461538462,-2.3693507323661898
2014-11-04,30,1,244.582438204952,39.0,23.0,45.0,21.0,48.0,37.817307692307686,4.067439586083396
2014-11-11,35,2,247.29137080029238,30.0,39.0,23.0,45.0,21.0,37.46153846153847,-8.351539326236251
2014-11-18,39,3,183.148415771314,35.0,30.0,39.0,23.0,45.0,37.03846153846154,1.5884561204184657
2014-11-25,46,1,269.54253763020483,39.0,35.0,30.0,39.0,23.0,36.61538461538462,1.9899900286116436
2014-12-02,30,3,137.09378685065437,46.0,39.0,35.0,30.0,39.0,36.221153846153854,7.70242137270225
2014-12-09,24,1,172.36733261652537,30.0,46.0,39.0,35.0,30.0,35.846153846153854,3.3763911783313225
2014-12-16,27,2,274.01678826786844,24.0,30.0,46.0,39.0,35.0,35.54807692307692,3.01510457370399
2014-12-23,32,2,495.8699226951202,27.0,24.0,30.0,46.0,39.0,35.259615384615394,-2.993617928359245
2014-12-30,37,4,327.19062223784437,32.0,27.0,24.0,30.0,46.0,34.86538461538462,7.734839056757005
2015-01-06,20,2,243.04366444330762,37.0,32.0,27.0,24.0,30.0,34.269230769230774,15.787013990591207
2015-01-13,13,1,532.5640666321978,20.0,37.0,32.0,27.0,24.0,33.653846153846146,4.215852646741412
2015-01-20,39,1,398.0549685709452,13.0,20.0,37.0,32.0,27.0,33.153846153846146,-8.582224276335516
2015-01-27,43,1,357.3140855152916,39.0,13.0,20.0,37.0,32.0,32.57692307692308,19.004314185202944
2015-02-03,48,2,248.08535369829758,43.0,39.0,13.0,20.0,37.0,32.20192307692307,12.36008341597218
2015-02-10,52,3,329.90649829564273,48.0,43.0,39.0,13.0,20.0,31.961538461538463,8.322591105215118
2015-02-17,7,1,143.27778209209572,52.0,48.0,43.0,39.0,13.0,31.42307692307692,5.202723469649115
2015-02-24,36,2,437.928780015276,7.0,52.0,48.0,43.0,39.0,30.740384615384613,-8.27611852489125
2015-03-03,39,2,543.890244487772,36.0,7.0,52.0,48.0,43.0,30.278846153846153,1.793116403645309
2015-03-10,43,1,676.429951648845,39.0,36.0,7.0,52.0,48.0,29.865384615384613,-7.410084565254032
2015-03-17,37,1,289.4455708326017,43.0,39.0,36.0,7.0,52.0,29.461538461538467,-0.6036701495379853
2015-03-24,39,3,293.8561287895166,37.0,43.0,39.0,36.0,7.0,29.000000000000004,-2.476742913309121
2015-03-31,40,2,406.24290334188566,39.0,37.0,43.0,39.0,36.0,28.615384615384606,11.291209963945384
2015-04-07,30,1,249.80694004045944,40.0,39.0,37.0,43.0,39.0,28.134615384615394,3.3091628411998952
2015-04-14,40,1,339.2408266600142,30.0,40.0,39.0,37.0,43.0,27.778846153846153,3.5835259748646613
2015-04-21,50,2,235.8041949035175,40.0,30.0,40.0,39.0,37.0,27.90384615384616,8.200837826478145
2015-04-28,30,3,334.6220287735815,50.0,40.0,30.0,40.0,39.0,28.0,10.151483011424963
2015-05-05,13,3,147.7523274445889,30.0,50.0,40.0,30.0,40.0,27.97115384615385,-0.21838462414104487
2015-05-12,20,3,260.7197065295859,13.0,30.0,50.0,40.0,30.0,27.81730769230769,-3.171585593040384
2015-05-19,40,1,160.72669000091332,20.0,13.0,30.0,50.0,40.0,27.81730769230769,-8.08953015168331
2015-05-26,23,3,416.49747286204354,40.0,20.0,13.0,30.0,50.0,28.009615384615394,10.71047400762248
2015-06-02,29,1,504.73709285072374,23.0,40.0,20.0,13.0,30.0,28.115384615384613,-4.470291063840962
2015-06-09,30,2,147.8564842497624,29.0,23.0,40.0,20.0,13.0,28.173076923076927,2.566892582644316
2015-06-16,18,3,248.16637839808118,30.0,29.0,23.0,40.0,20.0,28.51923076923077,0.8668967419501098
2015-06-23,22,1,284.6151630807675,18.0,30.0,29.0,23.0,40.0,28.903846153846153,-11.121560637205642
2015-06-30,8,4,366.3959753678413,22.0,18.0,30.0,29.0,23.0,29.230769230769234,-7.09719750354088
2015-07-07,16,1,398.784088038704,8.0,22.0,18.0,30.0,29.0,29.81730769230769,-6.069629241670986
2015-07-14,11,1,255.43835894038497,16.0,8.0,22.0,18.0,30.0,30.500000000000004,-10.446747340780682
2015-07-21,3,1,164.44523865453291,11.0,16.0,8.0,22.0,18.0,31.038461538461537,-15.594568247640689
2015-07-28,22,2,165.34012215829915,3.0,11.0,16.0,8.0,22.0,31.49038461538462,-10.380209667321214
2015-08-04,12,3,226.20350221911065,22.0,3.0,11.0,16.0,8.0,31.76923076923077,-2.7748254459760924
2015-08-11,28,2,338.1664309546827,12.0,22.0,3.0,11.0,16.0,31.85576923076923,-13.725326286593685
2015-08-18,15,3,241.9945633346221,28.0,12.0,22.0,3.0,11.0,31.70192307692308,3.5415922369841035
2015-08-25,29,2,166.71196639574237,15.0,28.0,12.0,22.0,3.0,31.634615384615387,1.9815876836388204
2015-09-01,17,1,155.89001013322988,29.0,15.0,28.0,12.0,22.0,31.68269230769231,1.7965831302935344
2015-09-08,17,1,150.36836691986392,17.0,29.0,15.0,28.0,12.0,31.375,-5.452523987154316
2015-09-15,7,1,119.73695048369845,17.0,17.0,29.0,15.0,28.0,30.855769230769234,-11.653554181525244
2015-09-22,23,2,117.56951795130188,7.0,17.0,17.0,29.0,15.0,30.375,-9.816122837434634
2015-09-29,4,1,119.9405160641516,23.0,7.0,17.0,17.0,29.0,30.09615384615385,-7.962665852318379
2015-10-06,28,2,166.95558448410063,4.0,23.0,7.0,17.0,17.0,29.95192307692308,2.8266885686953094
2015-10-13,51,2,153.81295664374167,28.0,4.0,23.0,7.0,17.0,29.923076923076927,-3.4480595743935667
2015-10-20,27,3,148.7848177555266,51.0,28.0,4.0,23.0,7.0,30.02884615384616,15.568858949184225
2015-10-27,32,2,156.9651965226074,27.0,51.0,28.0,4.0,23.0,29.875000000000004,-2.3693507323661898
2015-11-03,21,3,282.84526519091037,32.0,27.0,51.0,28.0,4.0,29.68269230769231,4.067439586083396
2015-11-10,44,4,274.86205506012084,21.0,32.0,27.0,51.0,28.0,30.11538461538462,-8.351539326236251
2015-11-17,50,3,319.4314017725323,44.0,21.0,32.0,27.0,51.0,30.538461538461537,1.5884561204184657
2015-11-24,46,3,233.7686641936492,50.0,44.0,21.0,32.0,27.0,30.576923076923073,1.9899900286116436
2015-12-01,36,3,177.95138626393563,46.0,50.0,44.0,21.0,32.0,30.65384615384616,7.70242137270225
2015-12-08,54,2,263.5010994303953,36.0,46.0,50.0,44.0,21.0,30.82692307692308,3.3763911783313225
2015-12-15,37,4,235.7568737112083,54.0,36.0,46.0,50.0,44.0,31.02884615384616,3.01510457370399
2015-12-22,56,3,287.8915796600832,37.0,54.0,36.0,46.0,50.0,31.163461538461537,-2.993617928359245
2015-12-29,74,2,245.01578608483214,56.0,37.0,54.0,36.0,46.0,31.19230769230769,7.734839056757005
2016-01-05,54,1,206.63900622114681,74.0,56.0,37.0,54.0,36.0,31.45192307692308,15.787013990591207
2016-01-12,35,3,261.3550678200407,54.0,74.0,56.0,37.0,54.0,31.778846153846153,4.215852646741412
2016-01-19,64,1,287.03585469537586,35.0,54.0,74.0,56.0,37.0,31.875000000000004,-8.582224276335516
2016-01-26,47,2,235.13062609889855,64.0,35.0,54.0,74.0,56.0,32.27884615384616,19.004314185202944
2016-02-02,53,3,552.1806749254147,47.0,64.0,35.0,54.0,74.0,32.94230769230769,12.36008341597218
2016-02-09,31,3,329.1364949280054,53.0,47.0,64.0,35.0,54.0,33.394230769230774,8.322591105215118
2016-02-16,21,2,250.36485208349444,31.0,53.0,47.0,64.0,35.0,33.56730769230769,5.202723469649115
2016-02-23,27,2,345.0780772957265,21.0,31.0,53.0,47.0,64.0,33.96153846153846,-8.27611852489125
2016-03-01,16,3,328.67799948553056,27.0,21.0,31.0,53.0,47.0,34.490384615384606,1.793116403645309
2016-03-08,12,1,314.8217189645772,16.0,27.0,21.0,31.0,53.0,34.78846153846154,-7.410084565254032
2016-03-15,18,1,187.83679965065738,12.0,16.0,27.0,21.0,31.0,35.04807692307692,-0.6036701495379853
2016-03-22,29,1,391.95256049918856,18.0,12.0,16.0,27.0,21.0,35.40384615384615,-2.476742913309121
2016-03-29,35,1,350.38261901263513,29.0,18.0,12.0,16.0,27.0,35.759615384615394,11.291209963945384
2016-04-05,32,1,440.6501573233557,35.0,29.0,18.0,12.0,16.0,36.46153846153847,3.3091628411998952
2016-04-12,49,1,203.54175381900436,32.0,35.0,29.0,18.0,12.0,37.269230769230774,3.5835259748646613
2016-04-19,25,4,298.41944566876236,49.0,32.0,35.0,29.0,18.0,37.567307692307686,8.200837826478145
2016-04-26,35,4,286.86605323058114,25.0,49.0,32.0,35.0,29.0,37.89423076923076,10.151483011424963
2016-05-03,53,4,269.4393617719913,35.0,25.0,49.0,32.0,35.0,38.307692307692314,-0.21838462414104487
2016-05-10,24,3,337.28538930397275,53.0,35.0,25.0,49.0,32.0,38.596153846153854,-3.171585593040384
2016-05-17,40,3,246.00093016376846,24.0,53.0,35.0,25.0,49.0,38.625,-8.08953015168331
2016-05-24,31,4,304.03056532028864,40.0,24.0,53.0,35.0,25.0,38.307692307692314,10.71047400762248
2016-05-31,39,4,186.44626581374862,31.0,40.0,24.0,53.0,35.0,38.019230769230774,-4.470291063840962
2016-06-07,41,4,299.4909135289364,39.0,31.0,40.0,24.0,53.0,38.125,2.566892582644316
2016-06-14,21,4,311.05292367801707,41.0,39.0,31.0,40.0,24.0,38.153846153846146,0.8668967419501098
2016-06-21,22,4,250.21719197175858,21.0,41.0,39.0,31.0,40.0,38.00961538461538,-11.121560637205642
2016-06-28,35,4,190.6607217977681,22.0,21.0,41.0,39.0,31.0,37.88461538461538,-7.09719750354088
2016-07-05,23,4,248.1869542884468,35.0,22.0,21.0,41.0,39.0,37.490384615384606,-6.069629241670986
2016-07-12,14,4,203.85807397795867,23.0,35.0,22.0,21.0,41.0,38.214059082938775,-10.446747340780682
2016-07-19,42,4,203.1415835957333,14.0,23.0,35.0,22.0,21.0,38.394072742974636,-15.594568247640689
2016-07-26,52,4,188.1946382345801,42.0,14.0,23.0,35.0,22.0,38.574086403010476,-10.380209667321214
2016-08-02,29,4,198.84217082760918,52.0,42.0,14.0,23.0,35.0,38.754100063046344,-2.7748254459760924
2016-08-09,29,4,195.35900217049183,29.0,52.0,42.0,14.0,23.0,38.934113723082206,-13.725326286593685
2016-08-16,55,4,206.70080320383812,29.0,29.0,52.0,42.0,14.0,39.11412738311806,3.5415922369841035
2016-08-23,44,4,366.03849416869264,55.0,29.0,29.0,52.0,42.0,39.29414104315392,1.9815876836388204
2016-08-30,33,4,175.79121628399915,44.0,55.0,29.0,29.0,52.0,39.474154703189775,1.7965831302935344
2016-09-06,28,4,176.49892546568225,33.0,44.0,55.0,29.0,29.0,39.65416836322563,-5.452523987154316
2016-09-13,33,4,179.12926643453048,28.0,33.0,44.0,55.0,29.0,39.83418202326149,-11.653554181525244
2016-09-20,34,4,289.3895129962328,33.0,28.0,33.0,44.0,55.0,40.01419568329735,-9.816122837434634
2016-09-27,66,4,307.54904020174666,34.0,33.0,28.0,33.0,44.0,40.1942093433332,-7.962665852318379
2016-10-04,50,4,185.25333005055265,66.0,34.0,33.0,28.0,33.0,40.37422300336907,2.8266885686953094
2016-10-11,60,4,186.942618383218,50.0,66.0,34.0,33.0,28.0,40.55423666340492,-3.4480595743935667
2016-10-18,52,4,176.60183126047497,60.0,50.0,66.0,34.0,33.0,40.73425032344077,15.568858949184225
2016-10-25,50,3,186.56891136829518,52.0,60.0,50.0,66.0,34.0,40.91426398347664,-2.3693507323661898
2016-11-01,33,3,174.81304200561692,50.0,52.0,60.0,50.0,66.0,41.09427764351249,4.067439586083396
2016-11-08,35,4,237.25247938910383,33.0,50.0,52.0,60.0,50.0,41.27429130354835,-8.351539326236251
2016-11-15,26,4,173.01701033691631,35.0,33.0,50.0,52.0,60.0,41.454304963584214,1.5884561204184657
2016-11-22,40,4,173.6872849994055,26.0,35.0,33.0,50.0,52.0,41.63431862362006,1.9899900286116436
2016-11-29,53,4,172.73441365359787,40.0,26.0,35.0,33.0,50.0,41.81433228365592,7.70242137270225
2016-12-06,40,4,190.5660568249821,53.0,40.0,26.0,35.0,33.0,41.99434594369178,3.3763911783313225
2016-12-13,36,4,196.6425361804014,40.0,53.0,40.0,26.0,35.0,42.17435960372764,3.01510457370399
2016-12-20,44,1,198.64353819461132,36.0,40.0,53.0,40.0,26.0,42.35437326376349,-2.993617928359245
2016-12-27,45,3,163.31881767666232,44.0,36.0,40.0,53.0,40.0,42.53438692379935,7.734839056757005
2017-01-03,33,2,194.8470083057963,45.0,44.0,36.0,40.0,53.0,42.71440058383522,15.787013990591207
