demand,civilians_rank,distance,AverageTemp,AverageWindSpeed,Precipitation,w_{t-1},w_{t-2},w_{t-3},w_{t-4},w_{t-1}_trend,w_{t-1}_seasonality
39,1,162.7586994435919,14.928571428571427,8.507142857142858,7.1,40.0,51.0,44.0,18.0,40.68838699932357,6.470906476914758
48,2,186.43526517277485,13.885714285714286,8.850000000000003,0.0,39.0,40.0,51.0,44.0,40.77459586324203,0.3940932658650181
46,3,181.55742689909763,16.214285714285715,10.114285714285714,26.2,48.0,39.0,40.0,51.0,40.86080472716049,-7.208360970825755
45,1,263.392347974706,17.228571428571428,12.750000000000002,7.1,46.0,48.0,39.0,40.0,40.94701359107896,-13.131328028029346
31,2,277.10359385370367,17.085714285714285,15.857142857142856,7.1,45.0,46.0,48.0,39.0,41.03322245499741,-10.384423290361136
33,3,248.01479352285432,19.285714285714285,17.585714285714285,19.1,31.0,45.0,46.0,48.0,41.119431318915865,-15.682390347564732
51,2,157.92623268711583,15.957142857142856,16.657142857142855,22.200000000000006,33.0,31.0,45.0,46.0,41.20564018283433,-21.179075353486272
47,4,257.817279482238,17.942857142857143,10.564285714285717,0.6,51.0,33.0,31.0,45.0,41.291849046752795,3.4844960508486063
58,2,329.26301704747834,16.585714285714285,14.578571428571431,0.0,47.0,51.0,33.0,31.0,41.378057910671245,5.817939250055269
44,4,285.5165397063073,19.04285714285714,13.785714285714285,0.3,58.0,47.0,51.0,33.0,41.46426677458971,-0.9415662686867764
52,4,156.34774483563137,18.585714285714285,14.014285714285714,17.3,44.0,58.0,47.0,51.0,41.550475638508175,5.7957230843660446
60,2,211.09091637462063,21.185714285714287,12.871428571428574,0.3,52.0,44.0,58.0,47.0,41.63668450242663,16.186858591265022
61,3,144.512714366764,22.142857142857146,12.978571428571426,0.3,60.0,52.0,44.0,58.0,41.7228933663451,8.347224867394766
42,3,180.22726773569332,23.728571428571428,14.592857142857143,0.0,61.0,60.0,52.0,44.0,41.80910223026355,7.475539861473226
48,3,230.27464388098664,20.785714285714285,14.242857142857144,26.9,42.0,61.0,60.0,52.0,41.89531109418201,12.693598445295276
60,3,169.8745938593517,21.6,14.714285714285715,0.3,48.0,42.0,61.0,60.0,41.98151995810046,3.655246772707067
51,1,176.8631885734666,22.685714285714287,11.95,0.8,60.0,48.0,42.0,61.0,42.06772882201893,12.011125869349634
61,2,232.11952042456716,24.128571428571433,15.857142857142858,0.3,51.0,60.0,48.0,42.0,42.15393768593738,12.735594709581942
56,2,398.12420355153574,25.385714285714286,17.45,0.0,61.0,51.0,60.0,48.0,42.24014654985585,12.690832780583474
62,3,208.4436685556848,24.82857142857143,13.092857142857143,0.0,56.0,61.0,51.0,60.0,42.326355413774316,16.597993928508107
61,1,151.89446655709568,25.985714285714284,16.885714285714286,0.0,62.0,56.0,61.0,51.0,42.41256427769277,3.8833602046378415
36,2,162.8816983486657,26.91428571428571,15.285714285714285,0.0,61.0,62.0,56.0,61.0,42.49877314161123,2.800136737177845
50,1,141.9443609098556,27.314285714285717,16.428571428571427,0.0,36.0,61.0,62.0,56.0,42.58498200552969,-4.651676473871898
26,2,140.420895478268,27.87142857142857,16.885714285714286,0.0,50.0,36.0,61.0,62.0,42.67119086944815,-13.010966885358586
40,3,147.52670643127001,28.02857142857143,19.65714285714285,0.0,26.0,50.0,36.0,61.0,42.75739973336661,-28.6082344403654
18,2,294.0767818932507,27.942857142857147,18.15,0.0,40.0,26.0,50.0,36.0,42.84360859728507,7.147062107191879
51,3,140.30938835006742,28.02857142857143,19.06428571428572,0.0,18.0,40.0,26.0,50.0,44.53846153846154,11.981528577714439
38,1,147.72537301503448,28.40000000000001,16.55,0.0,51.0,18.0,40.0,26.0,44.62500000000001,10.717484490167617
41,4,164.92997875385663,28.657142857142862,16.435714285714287,0.0,38.0,51.0,18.0,40.0,44.519230769230774,-0.07540575122534797
48,2,151.93731121128332,28.500000000000004,11.714285714285712,0.0,41.0,38.0,51.0,18.0,44.28846153846154,3.2823450330227013
32,1,149.16119185994813,29.442857142857147,14.014285714285714,0.0,48.0,41.0,38.0,51.0,44.20192307692307,7.6849676121425485
51,2,216.67776898409556,28.571428571428577,11.6,0.0,32.0,48.0,41.0,38.0,44.355769230769226,-2.2906149369427298
36,2,135.32577063195959,28.1,15.164285714285715,0.0,51.0,32.0,48.0,41.0,44.31730769230769,0.6536743088437819
36,1,169.62627738948876,27.7,14.235714285714286,0.0,36.0,51.0,32.0,48.0,44.29807692307693,-15.055882599215856
42,1,263.89250020465084,26.6,22.300000000000004,16.0,36.0,36.0,51.0,32.0,44.480769230769226,-7.823131814967803
23,3,128.52077614999587,25.342857142857138,13.192857142857141,8.9,42.0,36.0,36.0,51.0,44.25,-11.285893851232574
60,1,147.3543433336823,25.17142857142857,10.678571428571429,5.8,23.0,42.0,36.0,36.0,44.18269230769232,1.2737800099385517
47,2,244.44156065939887,22.7,15.971428571428573,29.800000000000004,60.0,23.0,42.0,36.0,44.528846153846146,12.077043614699425
37,1,127.80122864757334,23.228571428571428,10.571428571428571,0.0,47.0,60.0,23.0,42.0,44.46153846153847,7.534153373306447
50,1,244.582438204952,21.828571428571426,11.95,16.5,37.0,47.0,60.0,23.0,44.00000000000001,6.693186208836554
50,2,247.29137080029238,20.628571428571426,8.735714285714286,0.0,50.0,37.0,47.0,60.0,43.97115384615384,-1.2214989043512872
87,3,183.148415771314,20.4,11.714285714285715,46.3,50.0,50.0,37.0,47.0,44.25,4.876636495281381
43,1,269.54253763020483,18.18571428571429,17.928571428571427,37.9,87.0,50.0,50.0,37.0,44.153846153846146,13.36259240773456
53,3,137.09378685065437,17.7,12.985714285714286,19.3,43.0,87.0,50.0,50.0,43.96153846153847,-8.90786193622252
28,1,172.36733261652537,20.4,9.428571428571429,13.0,53.0,43.0,87.0,50.0,43.81730769230769,2.840914489051173
44,2,274.01678826786844,18.414285714285715,13.664285714285715,6.699999999999998,28.0,53.0,43.0,87.0,43.78846153846153,-9.69556549593154
28,2,495.8699226951202,17.014285714285712,10.571428571428571,17.0,44.0,28.0,53.0,43.0,43.980769230769226,-3.398712147580929
44,4,327.19062223784437,16.75714285714286,14.592857142857143,3.0,28.0,44.0,28.0,53.0,43.884615384615394,-10.018525465896976
10,2,243.04366444330762,14.914285714285715,18.95,34.6,44.0,28.0,44.0,28.0,43.71153846153846,-7.1671849380591794
38,1,532.5640666321978,10.157142857142855,15.52142857142857,17.8,10.0,44.0,28.0,44.0,43.54807692307693,-19.05123375407995
29,1,398.0549685709452,14.357142857142856,10.335714285714287,16.3,38.0,10.0,44.0,28.0,43.20192307692307,-7.003156831003027
48,1,357.3140855152916,16.614285714285714,8.735714285714286,0.0,29.0,38.0,10.0,44.0,42.903846153846146,-3.3733491386953367
40,2,248.08535369829758,15.957142857142856,14.821428571428571,16.0,48.0,29.0,38.0,10.0,43.230769230769226,6.470906476914758
36,3,329.90649829564273,16.842857142857145,19.76428571428571,9.4,40.0,48.0,29.0,38.0,43.778846153846146,0.3940932658650181
34,1,143.27778209209572,12.371428571428574,22.071428571428577,41.2,36.0,40.0,48.0,29.0,43.83653846153846,-7.208360970825755
48,2,437.928780015276,11.828571428571431,17.571428571428573,22.0,34.0,36.0,40.0,48.0,44.009615384615394,-13.131328028029346
44,2,543.890244487772,16.928571428571427,14.578571428571431,4.8,48.0,34.0,36.0,40.0,44.12499999999999,-10.384423290361136
16,1,676.429951648845,18.342857142857145,9.421428571428573,0.3,44.0,48.0,34.0,36.0,44.201923076923094,-15.682390347564732
66,1,289.4455708326017,16.52857142857143,14.585714285714287,6.3,16.0,44.0,48.0,34.0,44.394230769230774,-21.179075353486272
51,3,293.8561287895166,16.285714285714285,20.45714285714286,6.6,66.0,16.0,44.0,48.0,44.58653846153846,3.4844960508486063
30,2,406.24290334188566,18.81428571428572,12.757142857142856,2.6,51.0,66.0,16.0,44.0,44.98076923076924,5.817939250055269
65,1,249.80694004045944,18.32857142857143,15.171428571428573,0.0,30.0,51.0,66.0,16.0,45.03846153846154,-0.9415662686867764
67,1,339.2408266600142,16.52857142857143,18.95,27.800000000000004,65.0,30.0,51.0,66.0,45.23076923076924,5.7957230843660446
38,2,235.8041949035175,18.885714285714286,15.75,0.6,67.0,65.0,30.0,51.0,45.54807692307693,16.186858591265022
35,3,334.6220287735815,19.428571428571427,19.29285714285714,1.3,38.0,67.0,65.0,30.0,45.673076923076906,8.347224867394766
65,3,147.7523274445889,21.04285714285714,14.242857142857144,0.6,35.0,38.0,67.0,65.0,46.22115384615384,7.475539861473226
54,3,260.7197065295859,21.814285714285717,12.064285714285715,2.3,65.0,35.0,38.0,67.0,46.71153846153846,12.693598445295276
44,1,160.72669000091332,24.74285714285714,13.442857142857143,3.1,54.0,65.0,35.0,38.0,47.019230769230774,3.655246772707067
47,3,416.49747286204354,24.2,14.135714285714286,0.6,44.0,54.0,65.0,35.0,46.875,12.011125869349634
50,1,504.73709285072374,24.6,15.742857142857144,3.0,47.0,44.0,54.0,65.0,46.65384615384616,12.735594709581942
64,2,147.8564842497624,24.585714285714282,11.828571428571427,0.0,50.0,47.0,44.0,54.0,46.8173076923077,12.690832780583474
74,3,248.16637839808118,24.342857142857145,11.942857142857141,0.0,64.0,50.0,47.0,44.0,47.25961538461538,16.597993928508107
39,1,284.6151630807675,25.657142857142855,17.235714285714288,0.0,74.0,64.0,50.0,47.0,47.92307692307693,3.8833602046378415
40,4,366.3959753678413,25.67142857142857,19.87142857142857,0.0,39.0,74.0,64.0,50.0,48.47115384615384,2.800136737177845
29,1,398.784088038704,26.3,13.671428571428569,0.0,40.0,39.0,74.0,64.0,48.80769230769231,-4.651676473871898
11,1,255.43835894038497,26.771428571428572,14.135714285714286,0.0,29.0,40.0,39.0,74.0,49.259615384615394,-13.010966885358586
24,1,164.44523865453291,27.314285714285713,14.478571428571426,0.0,11.0,29.0,40.0,39.0,49.701923076923066,-28.6082344403654
68,2,165.34012215829915,28.657142857142862,11.828571428571427,0.0,24.0,11.0,29.0,40.0,50.08653846153846,7.147062107191879
58,3,226.20350221911065,29.385714285714283,12.985714285714286,0.0,68.0,24.0,11.0,29.0,50.625,11.981528577714439
37,2,338.1664309546827,29.5,13.085714285714285,0.0,58.0,68.0,24.0,11.0,51.0673076923077,10.717484490167617
60,3,241.9945633346221,29.985714285714284,13.428571428571427,0.0,37.0,58.0,68.0,24.0,51.28846153846153,-0.07540575122534797
41,2,166.71196639574237,29.271428571428572,14.935714285714289,0.0,60.0,37.0,58.0,68.0,51.18269230769231,3.2823450330227013
47,1,155.89001013322988,29.357142857142858,10.564285714285717,0.0,41.0,60.0,37.0,58.0,50.79807692307693,7.6849676121425485
56,1,150.36836691986392,29.21428571428571,9.535714285714286,0.0,47.0,41.0,60.0,37.0,50.30769230769231,-2.2906149369427298
51,1,119.73695048369845,30.4,11.02142857142857,0.0,56.0,47.0,41.0,60.0,50.25,0.6536743088437819
62,2,117.56951795130188,28.814285714285717,11.492857142857142,0.0,51.0,56.0,47.0,41.0,50.13461538461538,-15.055882599215856
22,1,119.9405160641516,28.5,12.514285714285714,0.0,62.0,51.0,56.0,47.0,49.990384615384606,-7.823131814967803
63,2,166.95558448410063,27.87142857142857,11.142857142857142,0.0,22.0,62.0,51.0,56.0,50.346153846153854,-11.285893851232574
53,2,153.81295664374167,25.885714285714283,13.9,5.1,63.0,22.0,62.0,51.0,50.47115384615386,1.2737800099385517
67,3,148.7848177555266,26.057142857142853,9.764285714285714,0.0,53.0,63.0,22.0,62.0,50.451923076923094,12.077043614699425
74,2,156.9651965226074,25.085714285714282,11.95,56.6,67.0,53.0,63.0,22.0,50.884615384615394,7.534153373306447
64,3,282.84526519091037,22.371428571428577,10.571428571428571,9.9,74.0,67.0,53.0,63.0,51.60576923076921,6.693186208836554
68,4,274.86205506012084,22.214285714285715,10.335714285714284,5.8,64.0,74.0,67.0,53.0,52.115384615384606,-1.2214989043512872
54,3,319.4314017725323,20.7,8.85,3.0,68.0,64.0,74.0,67.0,52.278846153846146,4.876636495281381
53,3,233.7686641936492,20.45714285714286,8.392857142857142,0.0,54.0,68.0,64.0,74.0,52.653846153846146,13.36259240773456
60,3,177.95138626393563,20.15714285714285,10.007142857142854,29.9,53.0,54.0,68.0,64.0,53.394230769230774,-8.90786193622252
67,2,263.5010994303953,14.757142857142856,12.414285714285713,4.4,60.0,53.0,54.0,68.0,54.02884615384616,2.840914489051173
74,4,235.7568737112083,16.914285714285715,7.364285714285713,7.1,67.0,60.0,53.0,54.0,54.40384615384616,-9.69556549593154
55,3,287.8915796600832,16.84285714285714,9.314285714285717,17.3,74.0,67.0,60.0,53.0,54.05769230769232,-3.398712147580929
52,2,245.01578608483214,16.842857142857145,6.564285714285715,0.5,55.0,74.0,67.0,60.0,53.75000000000001,-10.018525465896976
49,1,206.63900622114681,13.1,17.464285714285715,22.4,52.0,55.0,74.0,67.0,54.10576923076924,-7.1671849380591794
45,3,261.3550678200407,15.971428571428572,14.135714285714286,13.7,49.0,52.0,55.0,74.0,54.346153846153854,-19.05123375407995
62,1,287.03585469537586,15.257142857142856,16.542857142857144,14.2,45.0,49.0,52.0,55.0,54.59615384615384,-7.003156831003027
71,2,235.13062609889855,12.214285714285715,14.364285714285714,9.1,62.0,45.0,49.0,52.0,55.634615384615394,-3.3733491386953367
63,3,552.1806749254147,12.057142857142857,8.735714285714286,0.0,71.0,62.0,45.0,49.0,56.855769230769226,6.470906476914758
36,3,329.1364949280054,14.585714285714285,14.935714285714289,0.0,63.0,71.0,62.0,45.0,57.45192307692307,0.3940932658650181
23,2,250.36485208349444,16.75714285714286,8.392857142857142,0.3,36.0,63.0,71.0,62.0,58.115384615384606,-7.208360970825755
19,2,345.0780772957265,18.18571428571429,12.757142857142856,25.200000000000006,23.0,36.0,63.0,71.0,58.62499999999999,-13.131328028029346
22,3,328.67799948553056,18.5,8.507142857142858,0.0,19.0,23.0,36.0,63.0,59.18269230769232,-10.384423290361136
32,1,314.8217189645772,18.1,12.871428571428574,0.0,22.0,19.0,23.0,36.0,59.91346153846154,-15.682390347564732
38,1,187.83679965065738,18.428571428571427,16.314285714285713,11.4,32.0,22.0,19.0,23.0,60.12500000000001,-21.179075353486272
64,1,391.95256049918856,17.328571428571426,13.214285714285715,1.3,38.0,32.0,22.0,19.0,59.855769230769226,3.4844960508486063
54,1,350.38261901263513,18.414285714285715,14.357142857142858,0.8,64.0,38.0,32.0,22.0,59.375,5.817939250055269
54,1,440.6501573233557,19.2,8.735714285714286,0.0,54.0,64.0,38.0,32.0,59.50961538461538,-0.9415662686867764
76,1,203.54175381900436,21.428571428571427,10.8,21.4,54.0,54.0,64.0,38.0,60.01923076923076,5.7957230843660446
74,4,298.41944566876236,19.85714285714285,10.114285714285714,7.1,76.0,54.0,54.0,64.0,60.44230769230768,16.186858591265022
74,4,286.86605323058114,23.47142857142857,10.457142857142856,0.3,74.0,76.0,54.0,54.0,60.75,8.347224867394766
79,4,269.4393617719913,22.057142857142853,12.757142857142856,0.0,74.0,74.0,76.0,54.0,60.730769230769226,7.475539861473226
57,3,337.28538930397275,21.571428571428566,12.757142857142856,1.5,79.0,74.0,74.0,76.0,60.50000000000001,12.693598445295276
80,3,246.00093016376846,25.57142857142857,10.114285714285714,0.3,57.0,79.0,74.0,74.0,60.22115384615386,3.655246772707067
88,4,304.03056532028864,22.6,11.607142857142858,4.1,80.0,57.0,79.0,74.0,60.21153846153847,12.011125869349634
75,4,186.44626581374862,23.4,12.192857142857143,0.8,88.0,80.0,57.0,79.0,60.17307692307693,12.735594709581942
78,4,299.4909135289364,26.114285714285717,10.0,0.0,75.0,88.0,80.0,57.0,60.05769230769232,12.690832780583474
24,4,311.05292367801707,25.62857142857143,11.828571428571427,0.0,78.0,75.0,88.0,80.0,59.80769230769231,16.597993928508107
57,4,250.21719197175858,26.6,9.878571428571428,0.0,24.0,78.0,75.0,88.0,59.20192307692307,3.8833602046378415
59,4,190.6607217977681,27.557142857142857,12.178571428571427,0.8999999999999999,57.0,24.0,78.0,75.0,58.81730769230769,2.800136737177845
35,4,248.1869542884468,27.78571428571429,12.87142857142857,0.0,59.0,57.0,24.0,78.0,58.75,-4.651676473871898
31,4,203.85807397795867,28.32857142857143,11.385714285714286,0.0,35.0,59.0,57.0,24.0,62.28973929361854,-13.010966885358586
112,4,203.1415835957333,27.857142857142854,9.65,0.0,31.0,35.0,59.0,57.0,62.55302540241282,-28.6082344403654
107,4,188.1946382345801,27.800000000000004,10.335714285714287,0.0,112.0,31.0,35.0,59.0,62.81631151120713,7.147062107191879
81,4,198.84217082760918,28.1,8.964285714285714,0.0,107.0,112.0,31.0,35.0,63.07959762000144,11.981528577714439
83,4,195.35900217049183,28.428571428571434,11.592857142857143,0.0,81.0,107.0,112.0,31.0,63.34288372879574,10.717484490167617
67,4,206.70080320383812,28.800000000000004,9.65,0.0,83.0,81.0,107.0,112.0,63.606169837590045,-0.07540575122534797
92,4,366.03849416869264,28.414285714285718,7.707142857142857,0.0,67.0,83.0,81.0,107.0,63.869455946384356,3.2823450330227013
72,4,175.79121628399915,29.057142857142853,8.507142857142856,0.0,92.0,67.0,83.0,81.0,64.13274205517865,7.6849676121425485
53,4,176.49892546568225,27.714285714285715,9.19285714285714,0.0,72.0,92.0,67.0,83.0,64.39602816397296,-2.2906149369427298
26,4,179.12926643453048,27.4,8.507142857142856,0.0,53.0,72.0,92.0,67.0,64.65931427276726,0.6536743088437819
37,4,289.3895129962328,27.328571428571426,8.507142857142856,0.0,26.0,53.0,72.0,92.0,64.92260038156158,-15.055882599215856
61,4,307.54904020174666,26.142857142857142,10.8,0.5,37.0,26.0,53.0,72.0,65.18588649035587,-7.823131814967803
77,4,185.25333005055265,26.12857142857143,9.65,0.0,61.0,37.0,26.0,53.0,65.44917259915017,-11.285893851232574
83,4,186.942618383218,25.17142857142857,7.135714285714287,0.0,77.0,61.0,37.0,26.0,65.71245870794448,1.2737800099385517
69,4,176.60183126047497,25.071428571428577,9.992857142857146,0.0,83.0,77.0,61.0,37.0,65.97574481673878,12.077043614699425
70,3,186.56891136829518,23.78571428571429,8.507142857142858,0.0,69.0,83.0,77.0,61.0,66.2390309255331,7.534153373306447
44,3,174.81304200561692,24.37142857142857,12.985714285714286,14.0,70.0,69.0,83.0,77.0,66.5023170343274,6.693186208836554
59,4,237.25247938910383,20.8,9.771428571428572,0.0,44.0,70.0,69.0,83.0,66.76560314312171,-1.2214989043512872
62,4,173.01701033691631,23.0,9.421428571428573,0.0,59.0,44.0,70.0,69.0,67.02888925191601,4.876636495281381
41,4,173.6872849994055,20.47142857142857,9.428571428571429,0.0,62.0,59.0,44.0,70.0,67.29217536071032,13.36259240773456
60,4,172.73441365359787,18.585714285714285,9.192857142857145,0.0,41.0,62.0,59.0,44.0,67.5554614695046,-8.90786193622252
41,4,190.5660568249821,17.32857142857143,16.67142857142857,0.0,60.0,41.0,62.0,59.0,67.81874757829893,2.840914489051173
37,4,196.6425361804014,15.399999999999995,12.514285714285714,0.0,41.0,60.0,41.0,62.0,68.08203368709323,-9.69556549593154
52,1,198.64353819461132,11.814285714285711,13.664285714285713,0.0,37.0,41.0,60.0,41.0,68.34531979588753,-3.398712147580929
48,3,163.31881767666232,13.714285714285715,18.15714285714285,0.0,52.0,37.0,41.0,60.0,68.60860590468184,-10.018525465896976
27,2,194.8470083057963,14.45,31.975,2.3,48.0,52.0,37.0,41.0,68.87189201347614,-7.1671849380591794
