demand,distance,w_{t-1},w_{t-2},w_{t-3},w_{t-4},w_{t-5},w_{t-1}_trend,w_{t-1}_seasonality
62,159.98611276654668,67.0,51.0,69.0,21.0,45.0,70.65280441192887,19.41111720868989
106,163.489738777563,62.0,67.0,51.0,69.0,21.0,70.58741273666995,9.000222126083893
60,246.2899429166637,106.0,62.0,67.0,51.0,69.0,70.52202106141105,37.02842960758045
49,264.1132733307715,60.0,106.0,62.0,67.0,51.0,70.45662938615213,7.841893499333433
82,231.33095211468566,49.0,60.0,106.0,62.0,67.0,70.39123771089322,21.398947134676146
106,144.40668466006133,82.0,49.0,60.0,106.0,62.0,70.3258460356343,15.206000770018857
61,244.8754863754608,106.0,82.0,49.0,60.0,106.0,70.26045436037539,21.038695431002594
89,316.91085895810045,61.0,106.0,82.0,49.0,60.0,70.19506268511647,4.502800348396595
80,278.3157747216301,89.0,61.0,106.0,82.0,49.0,70.12967100985755,10.15600782989316
68,150.5467487191338,80.0,89.0,61.0,106.0,82.0,70.06427933459864,-0.7324513552769455
70,203.5695670556664,68.0,80.0,89.0,61.0,106.0,69.99888765933972,7.645115100578597
58,134.50350458080393,70.0,68.0,80.0,89.0,61.0,69.93349598408079,11.484220017972598
65,171.14750310169006,58.0,70.0,68.0,80.0,89.0,69.86810430882188,-5.31449557745393
114,224.5389332868084,65.0,58.0,70.0,68.0,80.0,69.80271263356296,3.242558057888786
94,155.38830661683824,114.0,65.0,58.0,70.0,68.0,69.73732095830404,16.796406565026373
103,158.32790812801647,94.0,114.0,65.0,58.0,70.0,69.67192928304513,9.802178149087046
95,221.72564598648083,103.0,94.0,114.0,65.0,58.0,69.60653760778622,19.08359075878873
114,388.9571769963118,95.0,103.0,94.0,114.0,65.0,69.5411459325273,5.230387983875043
67,203.91777922854146,114.0,95.0,103.0,94.0,114.0,69.47575425726838,20.761800593576734
51,151.38852626192013,67.0,114.0,95.0,103.0,94.0,69.41036258200947,2.2130849981502174
58,156.57328905189775,51.0,67.0,114.0,95.0,103.0,69.34497090675055,-2.6849895716352754
86,142.20932151761502,58.0,51.0,67.0,114.0,95.0,69.27957923149164,-11.724089782446407
50,138.5196039382167,86.0,58.0,51.0,67.0,114.0,69.21418755623272,-8.9531651906604
44,139.80512555796142,50.0,86.0,58.0,51.0,67.0,69.1487958809738,-32.22793905577192
38,287.70612039690474,44.0,50.0,86.0,58.0,51.0,69.08340420571488,-24.884123177293702
39,138.60799647929295,38.0,44.0,50.0,86.0,58.0,69.01801253045596,-31.82235858086677
39,138.72947912932148,39.0,38.0,44.0,50.0,86.0,68.87500000000001,-20.72831010963056
60,152.1570146606666,39.0,39.0,38.0,44.0,50.0,69.22115384615385,-26.685137610084794
68,140.35075927291882,60.0,39.0,39.0,38.0,44.0,69.05769230769232,-11.273375366949296
78,140.51583307609846,68.0,60.0,39.0,39.0,38.0,69.00961538461542,-22.496228508429184
61,210.15648967129678,78.0,68.0,60.0,39.0,39.0,69.69230769230772,-14.203056008883415
62,127.68577111437149,61.0,78.0,68.0,60.0,39.0,70.35576923076924,-7.77206299651714
51,158.59826831992697,62.0,61.0,78.0,68.0,60.0,70.14423076923077,-23.078249471330352
52,251.96159610520385,51.0,62.0,61.0,78.0,68.0,69.93269230769232,-11.813923125630744
16,120.26244551510351,52.0,51.0,62.0,61.0,78.0,69.81730769230771,-19.24190447223884
63,141.70898315820412,16.0,52.0,51.0,62.0,61.0,69.37500000000001,-15.548090947052055
64,241.269479438795,63.0,16.0,52.0,51.0,62.0,69.18269230769232,2.0463636037757595
75,121.2296599827298,64.0,63.0,16.0,52.0,51.0,69.27884615384616,3.519023282808708
50,234.01050395106338,75.0,64.0,63.0,16.0,52.0,69.32692307692308,5.3346316797903635
73,237.09754485573674,50.0,75.0,64.0,63.0,16.0,69.25961538461536,-3.1927086411766936
88,176.18147371500538,73.0,50.0,75.0,64.0,63.0,68.69230769230771,12.103668986574194
51,261.9147598367712,88.0,73.0,50.0,75.0,64.0,67.84615384615387,3.855174819453277
67,134.393734517519,51.0,88.0,73.0,50.0,75.0,67.26923076923079,-2.765114219462504
68,167.50560593542014,67.0,51.0,88.0,73.0,50.0,66.78846153846153,3.697930074955063
74,261.457238154341,68.0,67.0,51.0,88.0,73.0,66.36538461538461,10.266743600141842
56,491.394636770253,74.0,68.0,67.0,51.0,88.0,66.29807692307692,19.710557125328624
64,319.498671941728,56.0,74.0,68.0,67.0,51.0,66.68269230769229,-3.746270375125609
64,236.8490643520759,64.0,56.0,74.0,68.0,67.0,66.92307692307689,-10.872969670451631
64,511.7760807547797,64.0,64.0,56.0,74.0,68.0,66.60576923076924,-13.752691577077401
85,378.4098319062547,64.0,64.0,64.0,56.0,74.0,66.11538461538461,-7.459422346308159
95,342.04500762797335,85.0,64.0,64.0,64.0,56.0,65.86538461538464,15.079039192153369
102,238.2593286643031,95.0,85.0,64.0,64.0,64.0,65.76923076923077,15.516539192153358
63,328.21376989662764,102.0,95.0,85.0,64.0,64.0,65.77884615384616,19.41111720868989
88,137.89196640059237,63.0,102.0,95.0,85.0,64.0,65.89423076923077,9.000222126083893
73,434.52163652403084,88.0,63.0,102.0,95.0,85.0,66.00961538461539,37.02842960758045
107,529.2205090613355,73.0,88.0,63.0,102.0,95.0,65.77884615384616,7.841893499333433
93,668.8810772298386,107.0,73.0,88.0,63.0,102.0,65.19230769230771,21.398947134676146
73,278.0753279508005,93.0,107.0,73.0,88.0,63.0,65.00000000000001,15.206000770018857
72,287.2448691716446,73.0,93.0,107.0,73.0,88.0,65.09615384615385,21.038695431002594
66,392.8115727000725,72.0,73.0,93.0,107.0,73.0,65.25961538461539,4.502800348396595
57,249.79011004945184,66.0,72.0,73.0,93.0,107.0,65.39423076923077,10.15600782989316
71,333.07868317493063,57.0,66.0,72.0,73.0,93.0,65.80769230769229,-0.7324513552769455
77,235.0583756769028,71.0,57.0,66.0,72.0,73.0,66.31730769230771,7.645115100578597
56,332.6924391872425,77.0,71.0,57.0,66.0,72.0,66.38461538461539,11.484220017972598
60,144.99572085524701,56.0,77.0,71.0,57.0,66.0,66.29807692307692,-5.31449557745393
60,251.63810573525055,60.0,56.0,77.0,71.0,57.0,66.5,3.242558057888786
60,155.02993560344143,60.0,60.0,56.0,77.0,71.0,66.95192307692308,16.796406565026373
77,406.1898188511355,60.0,60.0,60.0,56.0,77.0,66.86538461538461,9.802178149087046
71,488.3615268611296,77.0,60.0,60.0,60.0,56.0,66.80769230769229,19.08359075878873
94,141.39110247532528,71.0,77.0,60.0,60.0,60.0,66.94230769230771,5.230387983875043
80,239.46691351095112,94.0,71.0,77.0,60.0,60.0,67.10576923076924,20.761800593576734
78,273.94801411654163,80.0,94.0,71.0,77.0,60.0,67.27884615384616,2.2130849981502174
56,360.10442926713137,78.0,80.0,94.0,71.0,77.0,67.34615384615385,-2.6849895716352754
55,396.4088883050607,56.0,78.0,80.0,94.0,71.0,67.40384615384616,-11.724089782446407
30,252.19411319528686,55.0,56.0,78.0,80.0,94.0,67.19230769230771,-8.9531651906604
38,158.61879215769974,30.0,55.0,56.0,78.0,80.0,66.96153846153847,-32.22793905577192
34,160.09739658610275,38.0,30.0,55.0,56.0,78.0,66.875,-24.884123177293702
44,214.85438926836213,34.0,38.0,30.0,55.0,56.0,66.6346153846154,-31.82235858086677
46,328.4506766388863,44.0,34.0,38.0,30.0,55.0,66.37500000000001,-20.72831010963056
65,234.23798697906426,46.0,44.0,34.0,38.0,30.0,66.77884615384616,-26.685137610084794
39,152.15397252145584,65.0,46.0,44.0,34.0,38.0,67.58653846153847,-11.273375366949296
46,152.9202433964371,39.0,65.0,46.0,44.0,34.0,68.18269230769232,-22.496228508429184
73,143.30540338989647,46.0,39.0,65.0,46.0,44.0,68.5,-14.203056008883415
60,124.90719360421714,73.0,46.0,39.0,65.0,46.0,68.42307692307692,-7.77206299651714
70,120.11121493277264,60.0,73.0,46.0,39.0,65.0,68.43269230769229,-23.078249471330352
47,123.60917788305954,70.0,60.0,73.0,46.0,39.0,68.73076923076923,-11.813923125630744
64,153.85731434366443,47.0,70.0,60.0,73.0,46.0,69.0096153846154,-19.24190447223884
68,145.04687997590838,64.0,47.0,70.0,60.0,73.0,69.25000000000001,-15.548090947052055
66,135.54905812514548,68.0,64.0,47.0,70.0,60.0,69.53846153846155,2.0463636037757595
64,145.46682493624232,66.0,68.0,64.0,47.0,70.0,69.90384615384615,3.519023282808708
82,271.438602510306,64.0,66.0,68.0,64.0,47.0,70.28846153846155,5.3346316797903635
88,263.05949130140715,82.0,64.0,66.0,68.0,64.0,70.81730769230771,-3.1927086411766936
64,310.1821045170236,88.0,82.0,64.0,66.0,68.0,71.375,12.103668986574194
69,223.79669465417254,64.0,88.0,82.0,64.0,66.0,71.84615384615384,3.855174819453277
63,162.39738766956145,69.0,64.0,88.0,82.0,64.0,72.16346153846155,-2.765114219462504
89,245.7364223706256,63.0,69.0,64.0,88.0,82.0,72.13461538461539,3.697930074955063
71,217.24995999179643,89.0,63.0,69.0,64.0,88.0,71.73076923076924,10.266743600141842
66,265.00806860189056,71.0,89.0,63.0,69.0,64.0,71.34615384615384,19.710557125328624
60,228.00801663131847,66.0,71.0,89.0,63.0,69.0,71.21153846153847,-3.746270375125609
46,187.5912648184849,60.0,66.0,71.0,89.0,63.0,71.23076923076921,-10.872969670451631
58,247.59080064555252,46.0,60.0,66.0,71.0,89.0,71.16346153846153,-13.752691577077401
82,261.14588935713857,58.0,46.0,60.0,66.0,71.0,71.0673076923077,-7.459422346308159
73,207.6128084931577,82.0,58.0,46.0,60.0,66.0,71.24038461538461,15.079039192153369
97,529.1215034424091,73.0,82.0,58.0,46.0,60.0,71.46153846153848,15.516539192153358
110,316.8258414835159,97.0,73.0,82.0,58.0,46.0,71.73076923076924,19.41111720868989
125,233.04738922160604,110.0,97.0,73.0,82.0,58.0,71.91346153846155,9.000222126083893
98,325.65167307528577,125.0,110.0,97.0,73.0,82.0,71.77884615384616,37.02842960758045
115,316.06531566758287,98.0,125.0,110.0,97.0,73.0,71.63461538461537,7.841893499333433
77,297.8261133900001,115.0,98.0,125.0,110.0,97.0,71.61538461538461,21.398947134676146
90,176.8307052438284,77.0,115.0,98.0,125.0,110.0,71.45192307692308,15.206000770018857
86,389.19186137525804,90.0,77.0,115.0,98.0,125.0,70.92307692307695,21.038695431002594
81,345.5434381918775,86.0,90.0,77.0,115.0,98.0,70.4326923076923,4.502800348396595
67,426.50300918267294,81.0,86.0,90.0,77.0,115.0,70.40384615384616,10.15600782989316
91,185.67930082261287,67.0,81.0,86.0,90.0,77.0,70.72115384615384,-0.7324513552769455
95,278.72289816077785,91.0,67.0,81.0,86.0,90.0,71.14423076923075,7.645115100578597
78,264.64129452282185,95.0,91.0,67.0,81.0,86.0,71.62499999999999,11.484220017972598
93,248.08211729070683,78.0,95.0,91.0,67.0,81.0,72.17307692307693,-5.31449557745393
85,321.68791847972136,93.0,78.0,95.0,91.0,67.0,72.36538461538464,3.242558057888786
84,225.23396782581676,85.0,93.0,78.0,95.0,91.0,72.31730769230771,16.796406565026373
86,284.4278330801852,84.0,85.0,93.0,78.0,95.0,72.45192307692308,9.802178149087046
59,172.84445377371605,86.0,84.0,85.0,93.0,78.0,72.73076923076924,19.08359075878873
64,270.53253819311095,59.0,86.0,84.0,85.0,93.0,73.22115384615384,5.230387983875043
70,283.7387196792672,64.0,59.0,86.0,84.0,85.0,73.52884615384612,20.761800593576734
74,222.5065362892579,70.0,64.0,59.0,86.0,84.0,74.0673076923077,2.2130849981502174
62,167.81574636460223,74.0,70.0,64.0,59.0,86.0,74.75961538461539,-2.6849895716352754
42,229.90341897508011,62.0,74.0,70.0,64.0,59.0,74.88461538461539,-11.724089782446407
33,181.68071007556847,42.0,62.0,74.0,70.0,64.0,73.84877174605474,-8.9531651906604
53,182.74981586967687,33.0,42.0,62.0,74.0,70.0,73.96925424741745,-32.22793905577192
42,166.5802264329663,53.0,33.0,42.0,62.0,74.0,74.08973674878017,-24.884123177293702
64,177.75829421796763,42.0,53.0,33.0,42.0,62.0,74.21021925014291,-31.82235858086677
45,172.12768811348565,64.0,42.0,53.0,33.0,42.0,74.33070175150561,-20.72831010963056
52,179.0198613680544,45.0,64.0,42.0,53.0,33.0,74.45118425286833,-26.685137610084794
37,344.72824105169923,52.0,45.0,64.0,42.0,53.0,74.57166675423106,-11.273375366949296
46,158.85920697142106,37.0,52.0,45.0,64.0,42.0,74.69214925559378,-22.496228508429184
56,153.64198921366315,46.0,37.0,52.0,45.0,64.0,74.81263175695648,-14.203056008883415
22,164.34521740351278,56.0,46.0,37.0,52.0,45.0,74.93311425831922,-7.77206299651714
57,265.8666190081093,22.0,56.0,46.0,37.0,52.0,75.05359675968194,-23.078249471330352
57,282.94747548703083,57.0,22.0,56.0,46.0,37.0,75.17407926104465,-11.813923125630744
87,162.7416312101989,57.0,57.0,22.0,56.0,46.0,75.29456176240738,-19.24190447223884
89,167.57959067602346,87.0,57.0,57.0,22.0,56.0,75.4150442637701,-15.548090947052055
95,159.2683967975012,89.0,87.0,57.0,57.0,22.0,75.53552676513281,2.0463636037757595
92,160.4930369064086,95.0,89.0,87.0,57.0,57.0,75.65600926649553,3.519023282808708
74,156.08491401674925,92.0,95.0,89.0,87.0,57.0,75.77649176785826,5.3346316797903635
91,217.84603761884497,74.0,92.0,95.0,89.0,87.0,75.89697426922098,-3.1927086411766936
75,150.28471606655762,91.0,74.0,92.0,95.0,89.0,76.01745677058369,12.103668986574194
87,151.13176240892216,75.0,91.0,74.0,92.0,95.0,76.13793927194641,3.855174819453277
96,151.99436438464355,87.0,75.0,91.0,74.0,92.0,76.25842177330915,-2.765114219462504
88,168.5609965208124,96.0,87.0,75.0,91.0,74.0,76.37890427467184,3.697930074955063
128,172.0474593165351,88.0,96.0,87.0,75.0,91.0,76.49938677603457,10.266743600141842
81,185.44505788373817,128.0,88.0,96.0,87.0,75.0,76.6198692773973,19.710557125328624
58,155.4705921828375,81.0,128.0,88.0,96.0,87.0,76.74035177876002,-3.746270375125609
31,182.7531487800263,58.0,81.0,128.0,88.0,96.0,76.86083428012273,-10.872969670451631
